ID,Iniciales,Tiempo,ObsAA,ObsEst,ObsCon,ObsCaos,DNE,G1,G2,G3,X1,X2,X3,ApoyoAut,Estruc,Control,Chaos,SIS_AA,SIS_Est,SIS_Control,SIS_Chaos,NeedSat,NeedFru,AutSat,CompSat,SatRel,FrusAut,FrusComp,FrusRel,SatLab,EmoExha,Cinismo,Engagement,Thriving,Joy,Anger,Anxiety,Hope,Hopelessness,PerGrow,RelGrow,MasGrow,EducaMat,DesBeha,NoGoal,NeedSup,EstDesm,CoreBO,EmoPos,EmoNeg
1,MC,51,"4,666666667","6,333333333",1,1,57,5,,,,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,52,"4,666666667","6,333333333",1,1,44,5,,,,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,53,"4,666666667","6,333333333",1,1,71,5,,,,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,54,"4,666666667","6,333333333",1,1,100,5,,,,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,55,"4,666666667","6,333333333",1,1,100,5,,,,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,56,5,"2,666666667","1,4","2,333333333",81,5,,,,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,57,5,"2,666666667","1,4","2,333333333",83,5,,,,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,58,5,"2,666666667","1,4","2,333333333",85,5,,,,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,59,5,"2,666666667","1,4","2,333333333",80,5,,,,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,60,5,"2,666666667","1,4","2,333333333",87,5,,,,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,61,"5,666666667","5,666666667",1,1,78,5,,,9,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,62,"5,666666667","5,666666667",1,1,74,5,,,9,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,63,"5,666666667","5,666666667",1,1,79,5,,,9,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,64,"5,666666667","5,666666667",1,1,77,5,,,9,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,65,"5,666666667","5,666666667",1,1,95,5,,,9,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,66,"4,333333333","5,333333333",1,1,79,5,,,9,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,67,"4,333333333","5,333333333",1,1,65,5,,,9,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,68,"4,333333333","5,333333333",1,1,77,5,,,9,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,69,"4,333333333","5,333333333",1,1,100,5,,,9,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,70,"4,333333333","5,333333333",1,1,89,5,,,9,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,71,5,"5,666666667",1,"1,666666667",74,5,,,1,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,72,5,"5,666666667",1,"1,666666667",90,5,,,1,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,73,5,"5,666666667",1,"1,666666667",100,5,,,1,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,74,5,"5,666666667",1,"1,666666667",100,5,,,1,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,75,5,"5,666666667",1,"1,666666667",100,5,,,1,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
1,MC,76,3,"5,666666667",1,1,100,1,,,1,,,"5,83","6,4","3,5","2,2","4,75","5,88",2,"3,13","5,58","2,42",5,6,"5,75","2,75",2,"2,5","6,4",2,2,"5,67",,6,"3,5",3,"6,25","1,75",6,5,"6,75","3,5",4,"3,67","5,32","2,57",2,"6,13","3,25"
